Time,Reading ID,Humidity,Temperature,MQ139,TVOC,eCO2,Detector,Detector-Code,Status
0:00:54,55,43.7,21.5,98,12,411,OFF,0,1
0:00:55,56,43.6,21.5,97,11,412,OFF,0,1
0:00:56,57,43.6,21.5,98,3,415,OFF,0,1
0:00:57,58,43.6,21.5,98,9,419,OFF,0,1
0:00:58,59,43.6,21.5,98,7,422,OFF,0,1
0:00:59,60,43.6,21.5,98,10,437,OFF,0,1
0:01:00,61,43.6,21.5,99,8,450,OFF,0,1
0:01:01,62,43.6,21.5,98,11,461,OFF,0,1
0:01:02,63,43.6,21.5,100,11,470,OFF,0,1
0:01:03,64,43.6,21.5,100,23,529,OFF,0,1
0:01:04,65,43.6,21.5,101,25,586,OFF,0,1
0:01:05,66,43.6,21.5,101,31,591,OFF,0,1
0:01:06,67,43.6,21.5,102,36,601,OFF,0,1
0:01:07,68,43.6,21.5,103,43,596,OFF,0,1
0:01:08,69,43.6,21.5,102,47,592,OFF,0,1
0:01:09,70,43.6,21.5,103,58,612,OFF,0,1
0:01:10,71,43.6,21.5,103,55,612,OFF,0,1
0:01:11,72,43.6,21.5,104,61,596,OFF,0,1
0:01:12,73,43.6,21.5,104,57,582,OFF,0,1
0:01:13,74,43.6,21.5,103,55,561,OFF,0,1
0:01:14,75,43.6,21.5,104,58,551,OFF,0,1
0:01:15,76,43.6,21.5,103,54,546,OFF,0,1
0:01:16,77,43.6,21.5,104,59,544,OFF,0,1
0:01:17,78,43.6,21.5,103,63,554,OFF,0,1
0:01:18,79,43.6,21.5,104,59,547,OFF,0,1
0:01:19,80,43.6,21.5,104,60,561,OFF,0,1
0:01:20,81,43.6,21.5,104,56,568,OFF,0,1
0:01:21,82,43.6,21.5,105,66,581,OFF,0,1
0:01:22,83,43.6,21.5,105,64,573,OFF,0,1
0:01:23,84,43.6,21.5,104,66,571,OFF,0,1
0:01:24,85,43.6,21.5,105,69,570,OFF,0,1
0:01:25,86,43.6,21.5,105,70,565,OFF,0,1
0:01:26,87,43.6,21.5,105,71,581,OFF,0,1
0:01:27,88,43.6,21.5,105,71,587,OFF,0,1
0:01:28,89,43.7,21.5,105,72,608,OFF,0,1
0:01:29,90,43.7,21.5,105,66,617,OFF,0,1
0:01:30,91,43.7,21.5,106,76,623,OFF,0,1
0:01:31,92,43.7,21.5,106,75,627,OFF,0,1
0:01:32,93,43.7,21.4,107,87,634,OFF,0,1
0:01:33,94,43.7,21.4,107,85,630,OFF,0,1
0:01:34,95,43.8,21.5,106,85,631,OFF,0,1
0:01:35,96,43.8,21.5,107,85,654,OFF,0,1
0:01:36,97,43.8,21.5,107,87,675,OFF,0,1
0:01:37,98,43.8,21.5,108,95,686,OFF,0,1
0:01:38,99,43.8,21.5,106,101,699,OFF,0,1
0:01:39,100,43.8,21.5,107,109,702,OFF,0,1
0:01:40,101,43.8,21.5,107,117,712,OFF,0,1
0:01:41,102,43.8,21.5,108,114,719,OFF,0,1
0:01:42,103,43.8,21.5,109,119,750,OFF,0,1
0:01:43,104,43.9,21.5,109,124,747,OFF,0,1
0:01:44,105,43.9,21.5,110,137,762,OFF,0,1
0:01:45,106,43.9,21.5,110,145,771,OFF,0,1
0:01:46,107,43.9,21.5,111,148,768,OFF,0,1
0:01:47,108,43.8,21.5,111,152,771,OFF,0,1
0:01:48,109,43.8,21.5,111,159,776,OFF,0,1
0:01:49,110,43.9,21.5,112,162,778,OFF,0,1
0:01:50,111,43.9,21.5,113,172,792,OFF,0,1
0:01:51,112,43.9,21.5,115,178,789,OFF,0,1
0:01:52,113,43.9,21.5,115,184,795,OFF,0,1
0:01:53,114,43.9,21.5,115,177,785,OFF,0,1
0:01:54,115,43.9,21.5,116,192,795,OFF,0,1
0:01:55,116,43.9,21.5,116,194,814,OFF,0,1
0:01:56,117,43.9,21.5,116,197,824,OFF,0,1
0:01:57,118,43.9,21.5,117,204,823,OFF,0,1
0:01:58,119,43.9,21.5,118,210,830,OFF,0,1
0:01:59,120,44,21.5,118,216,853,OFF,0,1
0:02:00,121,44,21.5,118,220,857,OFF,0,1
0:02:01,122,44,21.5,118,228,891,OFF,0,1
0:02:02,123,44,21.5,119,241,958,OFF,0,1
0:02:03,124,44,21.5,119,257,1050,OFF,0,1
0:02:04,125,44,21.5,120,269,1123,OFF,0,1
0:02:05,126,44.1,21.5,121,299,1159,OFF,0,1
0:02:06,127,44.1,21.5,121,309,1185,OFF,0,1
0:02:07,128,44.1,21.5,122,329,1235,OFF,0,1
0:02:08,129,44.1,21.5,123,347,1251,OFF,0,1
0:02:09,130,44.1,21.5,122,392,1334,OFF,0,1
0:02:10,131,44.1,21.5,123,411,1346,OFF,0,1
0:02:11,132,44.1,21.5,125,434,1293,OFF,0,1
0:02:12,133,44.2,21.5,125,431,1282,OFF,0,1
0:02:13,134,44.2,21.5,125,455,1358,OFF,0,1
0:02:14,135,44.2,21.5,126,466,1452,OFF,0,1
0:02:15,136,44.2,21.5,127,503,1585,OFF,0,1
0:02:16,137,44.2,21.4,128,542,1599,OFF,0,1
0:02:17,138,44.2,21.4,128,552,1550,OFF,0,1
0:02:18,139,44.2,21.4,128,571,1518,OFF,0,1
0:02:19,140,44.2,21.4,129,572,1543,OFF,0,1
0:02:20,141,44.2,21.4,130,610,1616,OFF,0,1
0:02:21,142,44.2,21.4,131,631,1613,OFF,0,1
0:02:22,143,44.3,21.4,131,651,1623,OFF,0,1
0:02:23,144,44.3,21.4,132,673,1628,OFF,0,1
0:02:24,145,44.3,21.4,133,713,1645,OFF,0,1
0:02:25,146,44.3,21.4,133,724,1653,OFF,0,1
0:02:26,147,44.3,21.4,133,730,1670,OFF,0,1
0:02:27,148,44.3,21.4,134,754,1702,OFF,0,1
0:02:28,149,44.3,21.4,134,775,1742,OFF,0,1
0:02:29,150,44.3,21.4,134,784,1717,OFF,0,1
0:02:30,151,44.3,21.4,134,820,1731,OFF,0,1
0:02:31,152,44.3,21.4,134,839,1743,OFF,0,1
0:02:32,153,44.3,21.4,135,863,1770,OFF,0,1
0:02:33,154,44.3,21.4,136,854,1778,OFF,0,1
0:02:34,155,44.4,21.4,136,876,1840,OFF,0,1
0:02:35,156,44.4,21.4,137,914,1907,OFF,0,1
0:02:36,157,44.4,21.4,139,949,2041,OFF,0,1
0:02:37,158,44.4,21.4,139,1003,2153,OFF,0,1
0:02:38,159,44.4,21.4,141,1074,2526,OFF,0,1
0:02:39,160,44.4,21.4,142,1132,2747,OFF,0,1
0:02:40,161,44.5,21.4,144,1223,2850,OFF,0,1
0:02:41,162,44.5,21.4,144,1255,2811,OFF,0,1
0:02:42,163,44.5,21.4,145,1285,2732,OFF,0,1
0:02:43,164,44.5,21.4,145,1300,2563,OFF,0,1
0:02:44,165,44.5,21.4,145,1262,2054,OFF,0,1
0:02:45,166,44.5,21.4,144,1234,2021,OFF,0,1
0:02:46,167,44.5,21.4,144,1203,2045,OFF,0,1
0:02:47,168,44.5,21.4,145,1208,2126,OFF,0,1
0:02:48,169,44.5,21.4,145,1264,2516,OFF,0,1
0:02:49,170,44.5,21.4,146,1269,2671,OFF,0,1
0:02:50,171,44.5,21.4,147,1353,2869,OFF,0,1
0:02:51,172,44.5,21.4,147,1369,2891,OFF,0,1
0:02:52,173,44.5,21.4,148,1425,2840,OFF,0,1
0:02:53,174,44.5,21.4,148,1425,2710,OFF,0,1
0:02:54,175,44.5,21.4,149,1413,2568,OFF,0,1
0:02:55,176,44.6,21.4,149,1390,2514,OFF,0,1
0:02:56,177,44.6,21.4,149,1399,2693,OFF,0,1
0:02:57,178,44.6,21.4,150,1425,2808,OFF,0,1
0:02:58,179,44.6,21.4,150,1542,2933,OFF,0,1
0:02:59,180,44.6,21.4,150,1549,2909,OFF,0,1
0:03:00,181,44.6,21.4,151,1609,2938,OFF,0,1
0:03:01,182,44.6,21.4,151,1561,2869,OFF,0,1
0:03:02,183,44.6,21.4,151,1570,2945,OFF,0,1
0:03:03,184,44.6,21.4,151,1614,3014,OFF,0,1
0:03:04,185,44.6,21.4,152,1646,2992,OFF,0,1
0:03:05,186,44.6,21.4,152,1660,2990,OFF,0,1
0:03:06,187,44.6,21.4,152,1688,3014,OFF,0,1
0:03:07,188,44.6,21.4,153,1679,3117,OFF,0,1
0:03:08,189,44.6,21.4,153,1762,3284,OFF,0,1
0:03:09,190,44.6,21.4,154,1778,3336,OFF,0,1
0:03:10,191,44.6,21.4,155,1854,3498,OFF,0,1
0:03:11,192,44.6,21.4,155,1870,3556,OFF,0,1
0:03:12,193,44.6,21.4,156,1900,3490,OFF,0,1
0:03:13,194,44.6,21.4,156,1967,3571,OFF,0,1
0:03:14,195,44.6,21.4,156,2013,3586,OFF,0,1
0:03:15,196,44.6,21.4,156,1981,3554,OFF,0,1
0:03:16,197,44.6,21.4,157,1995,3579,OFF,0,1
0:03:17,198,44.6,21.4,157,2046,3603,OFF,0,1
0:03:18,199,44.6,21.4,158,2076,3652,OFF,0,1
0:03:19,200,44.6,21.3,158,2099,3696,OFF,0,1
0:03:20,201,44.6,21.3,158,2131,3610,OFF,0,1
0:03:21,202,44.6,21.3,158,2071,3586,OFF,0,1
0:03:22,203,44.6,21.3,158,2145,3684,OFF,0,1
0:03:23,204,44.6,21.3,159,2184,3655,OFF,0,1
0:03:24,205,44.6,21.3,159,2127,3655,OFF,0,1
0:03:25,206,44.6,21.3,159,2166,3647,OFF,0,1
0:03:26,207,44.6,21.3,159,2152,3613,OFF,0,1
0:03:27,208,44.7,21.3,159,2147,3623,OFF,0,1
0:03:28,209,44.7,21.3,160,2127,3637,OFF,0,1
0:03:29,210,44.7,21.3,160,2145,3650,OFF,0,1
0:03:30,211,44.7,21.3,160,2214,3750,OFF,0,1
0:03:31,212,44.7,21.3,160,2212,3775,OFF,0,1
0:03:32,213,44.7,21.3,160,2224,3758,OFF,0,1
0:03:33,214,44.7,21.3,161,2224,3790,OFF,0,1
0:03:34,215,44.7,21.3,160,2258,3792,OFF,0,1
0:03:35,216,44.7,21.3,161,2237,3861,OFF,0,1
0:03:36,217,44.7,21.3,162,2270,3927,OFF,0,1
0:03:37,218,44.7,21.3,163,2293,3961,OFF,0,1
0:03:38,219,44.7,21.3,163,2316,4018,OFF,0,1
0:03:39,220,44.8,21.3,164,2341,4057,OFF,0,1
0:03:40,221,44.8,21.3,164,2348,4091,OFF,0,1
0:03:41,222,44.7,21.3,165,2392,4182,OFF,0,1
0:03:42,223,44.7,21.3,165,2420,4273,OFF,0,1
0:03:43,224,44.8,21.3,165,2477,4312,OFF,0,1
0:03:44,225,44.8,21.3,166,2494,4351,OFF,0,1
0:03:45,226,44.8,21.3,166,2517,4489,OFF,0,1
0:03:46,227,44.8,21.3,166,2549,4531,OFF,0,1
0:03:47,228,44.8,21.3,167,2551,4410,OFF,0,1
0:03:48,229,44.8,21.3,168,2574,4437,OFF,0,1
0:03:49,230,44.8,21.3,167,2542,4462,OFF,0,1
0:03:50,231,44.8,21.3,168,2593,4496,OFF,0,1
0:03:51,232,44.8,21.3,168,2627,4428,ON,1,2
0:03:52,233,44.8,21.3,168,2579,4482,ON,1,2
0:03:53,234,44.8,21.3,169,2667,4680,ON,1,2
0:03:54,235,44.8,21.3,170,2667,4567,ON,1,2
0:03:55,236,44.8,21.3,170,2653,4491,ON,1,2
0:03:56,237,44.8,21.3,170,2669,4496,ON,1,2
0:03:57,238,44.8,21.3,170,2660,4435,ON,1,2
0:03:58,239,44.8,21.3,170,2694,4501,ON,1,2
0:03:59,240,44.8,21.3,171,2655,4577,ON,1,2
0:04:00,241,44.8,21.3,171,2729,4695,ON,1,2
0:04:01,242,44.8,21.3,171,2741,4739,ON,1,2
0:04:02,243,44.8,21.3,172,2745,4805,ON,1,2
0:04:03,244,44.8,21.3,172,2773,4774,ON,1,2
0:04:04,245,44.9,21.3,172,2787,4751,ON,1,2
0:04:05,246,44.9,21.3,172,2805,4749,ON,1,2
0:04:06,247,44.9,21.3,173,2787,4781,ON,1,2
0:04:07,248,44.9,21.3,173,2801,4781,ON,1,2
0:04:08,249,44.9,21.3,173,2814,4810,ON,1,2
0:04:09,250,44.9,21.3,173,2798,4776,ON,1,2
0:04:10,251,44.9,21.3,173,2824,4847,ON,1,2
0:04:11,252,44.9,21.3,173,2831,4896,ON,1,2
0:04:12,253,44.9,21.3,174,2865,4933,ON,1,2
0:04:13,254,44.9,21.3,174,2842,5087,ON,1,2
0:04:14,255,44.9,21.3,175,2891,5174,ON,1,2
0:04:15,256,44.9,21.3,175,2928,5128,ON,1,2
0:04:16,257,44.9,21.3,175,2905,5076,ON,1,2
0:04:17,258,44.9,21.3,176,2946,5169,ON,1,2
0:04:18,259,44.9,21.3,175,2937,5064,ON,1,2
0:04:19,260,44.9,21.3,176,2967,5001,ON,1,2
0:04:20,261,44.9,21.3,175,2925,5006,ON,1,2
0:04:21,262,44.9,21.3,175,2923,4918,ON,1,2
0:04:22,263,44.9,21.3,175,2916,5035,ON,1,2
0:04:23,264,44.9,21.3,175,2955,5122,ON,1,2
0:04:24,265,44.9,21.3,176,2988,5221,ON,1,2
0:04:25,266,44.9,21.3,176,2983,5308,ON,1,2
0:04:26,267,45,21.3,178,3029,5423,ON,1,2
0:04:27,268,45,21.3,178,3034,5620,ON,1,2
0:04:28,269,45,21.3,179,3022,5667,ON,1,2
0:04:29,270,45,21.3,180,3055,5829,ON,1,2
0:04:30,271,45,21.3,180,3133,6124,ON,1,2
0:04:31,272,45,21.3,181,3208,6101,ON,1,2
0:04:32,273,45,21.3,181,3213,6159,ON,1,2
0:04:33,274,45,21.3,181,3229,6188,ON,1,2
0:04:34,275,44.9,21.2,181,3339,6286,ON,1,2
0:04:35,276,44.9,21.2,181,3364,6246,ON,1,2
0:04:36,277,45,21.3,181,3364,6066,ON,1,2
0:04:37,278,45,21.3,181,3279,5892,ON,1,2
0:04:38,279,45,21.3,181,3213,5829,ON,1,2
0:04:39,280,45,21.3,181,3304,5962,ON,1,2
0:04:40,281,45,21.3,182,3349,6130,ON,1,2
0:04:41,282,45,21.3,182,3369,6315,ON,1,2
0:04:42,283,45,21.2,182,3414,6402,ON,1,2
0:04:43,284,45,21.2,182,3384,6286,ON,1,2
0:04:44,285,45,21.3,182,3384,6333,ON,1,2
0:04:45,286,45,21.3,182,3414,6460,ON,1,2
0:04:46,287,45,21.2,182,3429,6396,ON,1,2
0:04:47,288,45,21.2,183,3464,6495,ON,1,2
0:04:48,289,45,21.3,184,3409,6402,ON,1,2
0:04:49,290,45,21.3,184,3439,6431,ON,1,2
0:04:50,291,45.1,21.3,184,3494,6628,ON,1,2
0:04:51,292,45.1,21.3,184,3499,6738,ON,1,2
0:04:52,293,45.1,21.3,184,3635,6883,ON,1,2
0:04:53,294,45.1,21.3,184,3590,7068,ON,1,2
0:04:54,295,45.1,21.3,185,3585,7051,ON,1,2
0:04:55,296,45,21.2,186,3690,7323,ON,1,2
0:04:56,297,45,21.2,187,3690,7311,ON,1,2
0:04:57,298,45,21.2,188,3800,7219,ON,1,2
0:04:58,299,45,21.2,188,3740,7427,ON,1,2
0:04:59,300,45,21.2,188,3735,7566,ON,1,2
0:05:00,301,45,21.2,188,3885,7560,ON,1,2
0:05:01,302,45.1,21.2,188,3840,7595,ON,1,2
0:05:02,303,45.1,21.2,188,3870,7653,ON,1,2
0:05:03,304,45.1,21.2,188,3966,7641,ON,1,2
0:05:04,305,45.1,21.2,189,3941,7607,ON,1,2
0:05:05,306,45.1,21.2,190,3931,7468,ON,1,2
0:05:06,307,45.1,21.2,190,3971,7502,ON,1,2
0:05:07,308,45.1,21.2,190,3936,7445,ON,1,2
0:05:08,309,45.1,21.2,189,3971,7537,ON,1,2
0:05:09,310,45.1,21.2,189,3971,7462,ON,1,2
0:05:10,311,45.1,21.2,189,3911,7277,ON,1,2
0:05:11,312,45.1,21.3,189,3860,7161,ON,1,2
0:05:12,313,45.1,21.3,189,3845,7224,ON,1,2
0:05:13,314,45.1,21.2,189,3921,7167,ON,1,2
0:05:14,315,45.1,21.2,190,3880,7277,ON,1,2
0:05:15,316,45.1,21.2,190,3906,7369,ON,1,2
0:05:16,317,45.1,21.2,190,3926,7589,ON,1,2
0:05:17,318,45.1,21.2,191,4006,7595,ON,1,2
0:05:18,319,45.1,21.2,191,3971,7804,ON,1,2
0:05:19,320,45.1,21.2,191,4026,7833,ON,1,2
0:05:20,321,45.1,21.2,192,4076,8006,ON,1,2
0:05:21,322,45.1,21.3,193,4111,8174,ON,1,2
0:05:22,323,45.1,21.3,193,4171,8215,ON,1,2
0:05:23,324,45.1,21.2,193,4186,8140,ON,1,2
0:05:24,325,45.1,21.2,193,4116,8047,ON,1,2
0:05:25,326,45.1,21.2,192,4146,8163,ON,1,2
0:05:26,327,45.1,21.2,193,4176,8076,ON,1,2
0:05:27,328,45.1,21.2,193,4201,8070,ON,1,2
0:05:28,329,45.1,21.2,193,4146,8076,ON,1,2
0:05:29,330,45.1,21.2,193,4232,7925,ON,1,2
0:00:00,1,61.5,24.2,153,0,400,OFF,0,0
0:00:01,2,61.5,24.2,154,0,400,OFF,0,0
0:00:02,3,61.9,24.2,154,0,400,OFF,0,0
0:00:03,4,61.9,24.2,155,0,400,OFF,0,0
0:00:04,5,62,24.2,156,0,400,OFF,0,0
0:00:05,6,62,24.2,156,0,400,OFF,0,0
0:00:06,7,62.1,24.2,156,0,400,OFF,0,0
0:00:07,8,62.1,24.2,156,0,400,OFF,0,0
0:00:08,9,62,24.2,157,0,400,OFF,0,0
0:00:09,10,62,24.2,157,0,400,OFF,0,0
0:00:10,11,61.9,24.2,157,0,400,OFF,0,0
0:00:11,12,61.9,24.2,158,0,400,OFF,0,0
0:00:12,13,61.8,24.2,158,0,400,OFF,0,0
0:00:13,14,61.8,24.2,158,0,400,OFF,0,0
0:00:14,15,61.7,24.2,159,0,400,OFF,0,0
0:00:15,16,61.6,24.2,159,0,400,OFF,0,0
0:00:16,17,61.5,24.2,160,8,411,OFF,0,0
0:00:17,18,61.4,24.2,160,5,419,OFF,0,0
0:00:18,19,61.3,24.2,161,7,427,OFF,0,0
0:00:19,20,61.3,24.2,161,9,436,OFF,0,0
0:00:20,21,61.3,24.2,162,16,452,OFF,0,0
0:00:21,22,61.3,24.2,162,19,449,OFF,0,0
0:00:22,23,61.3,24.2,162,28,459,OFF,0,0
0:00:23,24,61.2,24.2,162,28,459,OFF,0,0
0:00:24,25,61.2,24.2,162,32,447,OFF,0,0
0:00:25,26,61.1,24.2,162,32,442,OFF,0,0
0:00:26,27,61.1,24.2,162,28,436,OFF,0,0
0:00:27,28,61.1,24.2,161,28,431,OFF,0,0
0:00:28,29,61.1,24.2,162,25,434,OFF,0,0
0:00:29,30,61.1,24.3,161,28,425,OFF,0,0
0:00:30,31,61.1,24.3,161,26,433,OFF,0,0
0:00:31,32,61.1,24.3,161,31,436,OFF,0,0
0:00:32,33,61.1,24.3,161,27,433,OFF,0,0
0:00:33,34,61,24.2,161,30,441,OFF,0,0
0:00:34,35,61,24.2,161,32,440,OFF,0,0
0:00:35,36,61,24.3,160,34,442,OFF,0,0
0:00:36,37,61,24.3,161,23,433,OFF,0,0
0:00:37,38,61,24.3,161,26,429,OFF,0,0
0:00:38,39,61,24.3,160,21,421,OFF,0,0
0:00:39,40,60.9,24.2,161,18,417,OFF,0,0
0:00:40,41,60.9,24.2,160,16,422,OFF,0,0
0:00:41,42,60.9,24.3,160,22,425,OFF,0,0
0:00:42,43,60.9,24.3,160,19,424,OFF,0,0
0:00:43,44,60.9,24.3,160,16,411,OFF,0,0
0:00:44,45,60.9,24.3,160,21,412,OFF,0,0
0:00:45,46,60.9,24.3,159,12,407,OFF,0,0
0:00:46,47,60.9,24.3,160,15,410,OFF,0,0
0:00:47,48,60.9,24.3,160,10,405,OFF,0,0
0:00:48,49,60.9,24.3,160,10,400,OFF,0,0
0:00:49,50,60.9,24.3,159,14,401,OFF,0,0
0:00:50,51,60.8,24.3,159,5,400,OFF,0,0
0:00:51,52,60.8,24.3,159,3,400,OFF,0,0
0:00:52,53,60.8,24.3,159,9,404,OFF,0,0
0:00:53,54,60.8,24.3,159,6,400,OFF,0,0
0:00:54,55,60.7,24.3,158,5,400,OFF,0,0
0:00:55,56,60.7,24.3,159,6,400,OFF,0,0
0:00:56,57,60.7,24.3,158,1,400,OFF,0,0
0:00:57,58,60.7,24.3,158,1,400,OFF,0,0
0:00:58,59,60.7,24.3,158,0,400,OFF,0,0
0:00:59,60,60.7,24.3,158,2,400,OFF,0,0
0:01:00,61,60.7,24.3,157,0,402,OFF,0,0
0:01:01,62,60.7,24.3,158,0,401,OFF,0,0
0:01:02,63,60.7,24.3,158,3,400,OFF,0,0
0:01:03,64,60.7,24.3,157,0,400,OFF,0,0
0:01:04,65,60.6,24.3,157,4,410,OFF,0,0
0:01:05,66,60.6,24.3,157,0,406,OFF,0,0
0:01:06,67,60.6,24.3,157,3,421,OFF,0,0
0:01:07,68,60.6,24.3,157,2,413,OFF,0,0
0:01:08,69,60.6,24.3,157,8,416,OFF,0,0
0:01:09,70,60.5,24.2,157,8,415,OFF,0,0
0:01:10,71,60.5,24.2,157,3,411,OFF,0,0
0:01:11,72,60.5,24.2,157,1,420,OFF,0,0
0:01:12,73,60.5,24.2,157,4,424,OFF,0,0
0:01:13,74,60.5,24.2,157,6,428,OFF,0,0
0:01:14,75,60.5,24.2,158,0,432,OFF,0,0
0:01:15,76,60.6,24.3,158,4,445,OFF,0,0
0:01:16,77,60.6,24.3,159,7,463,OFF,0,0
0:01:17,78,60.5,24.2,159,13,477,OFF,0,0
0:01:18,79,60.5,24.2,159,11,474,OFF,0,0
0:01:19,80,60.5,24.2,160,19,474,OFF,0,0
0:01:20,81,60.5,24.2,160,18,462,OFF,0,0
0:01:21,82,60.5,24.2,160,15,467,OFF,0,0
0:01:22,83,60.5,24.2,161,16,469,OFF,0,0
0:01:23,84,60.6,24.2,161,15,462,OFF,0,0
0:01:24,85,60.6,24.2,161,7,458,OFF,0,0
0:01:25,86,60.6,24.2,162,9,463,OFF,0,0
0:01:26,87,60.6,24.2,163,9,467,OFF,0,0
0:01:27,88,60.6,24.2,163,4,457,OFF,0,0
0:01:28,89,60.6,24.2,163,5,461,OFF,0,0
0:01:29,90,60.6,24.2,167,12,486,OFF,0,0
0:01:30,91,60.6,24.2,169,21,537,OFF,0,0
0:01:31,92,60.6,24.2,173,32,627,OFF,0,1
0:01:32,93,60.6,24.2,174,41,646,OFF,0,1
0:01:33,94,60.8,24.2,176,45,657,OFF,0,1
0:01:34,95,60.8,24.2,178,43,679,OFF,0,1
0:01:35,96,61,24.2,181,54,723,OFF,0,1
0:01:36,97,61,24.2,183,65,738,OFF,0,1
0:01:37,98,61.1,24.2,186,62,744,OFF,0,1
0:01:38,99,61.1,24.2,187,66,747,OFF,0,1
0:01:39,100,61.2,24.2,189,70,741,OFF,0,1
0:01:40,101,61.2,24.2,190,71,752,OFF,0,1
0:01:41,102,61.3,24.2,190,77,745,OFF,0,1
0:01:42,103,61.3,24.2,192,81,750,OFF,0,1
0:01:43,104,61.3,24.2,194,88,775,OFF,0,1
0:01:44,105,61.3,24.2,196,89,786,OFF,0,1
0:01:45,106,61.3,24.3,198,90,786,OFF,0,1
0:01:46,107,61.3,24.3,197,96,798,OFF,0,1
0:01:47,108,61.2,24.2,197,93,774,OFF,0,1
0:01:48,109,61.2,24.2,197,95,745,OFF,0,1
0:01:49,110,61.2,24.3,198,91,735,OFF,0,1
0:01:50,111,61.3,24.3,199,90,728,OFF,0,1
0:01:51,112,61.3,24.3,201,83,762,OFF,0,1
0:01:52,113,61.3,24.2,201,95,785,OFF,0,1
0:01:53,114,61.3,24.2,202,96,783,OFF,0,1
0:01:54,115,61.3,24.2,202,99,774,OFF,0,1
0:01:55,116,61.3,24.2,202,95,755,OFF,0,1
0:01:56,117,61.4,24.2,204,100,750,OFF,0,1
0:01:57,118,61.4,24.2,204,103,736,OFF,0,1
0:01:58,119,61.4,24.3,205,96,740,OFF,0,1
0:01:59,120,61.4,24.3,204,95,747,OFF,0,1
0:02:00,121,61.4,24.3,206,102,751,OFF,0,1
0:02:01,122,61.4,24.3,209,99,755,OFF,0,1
0:02:02,123,61.4,24.3,215,114,876,OFF,0,1
0:02:03,124,61.4,24.3,218,124,972,OFF,0,1
0:02:04,125,61.4,24.3,221,134,1031,OFF,0,1
0:02:05,126,61.4,24.3,223,139,1048,OFF,0,1
0:02:06,127,61.4,24.3,223,148,1076,OFF,0,1
